  1   1    1          NaN  0.00000E+00  0.00000E+00
  1   1    2     Infinity  0.18650E+24  0.00000E+00
  1   1    3     Infinity  0.74592E+24  0.00000E+00
  1   1    4     Infinity  0.16781E+25  0.00000E+00
  1   1    5     Infinity  0.29830E+25  0.00000E+00
  1   1    6     Infinity  0.46604E+25  0.00000E+00
  1   1    7     Infinity  0.67101E+25  0.00000E+00
  1   1    8     Infinity  0.91321E+25  0.00000E+00
  1   1    9     Infinity  0.11926E+26  0.00000E+00
  1   1   10     Infinity  0.15092E+26  0.00000E+00
  1   1   11     Infinity  0.18630E+26  0.00000E+00
  1   1   12     Infinity  0.22540E+26  0.00000E+00
  1   1   13     Infinity  0.26821E+26  0.00000E+00
  1   1   14     Infinity  0.31474E+26  0.00000E+00
  1   1   15     Infinity  0.36498E+26  0.00000E+00
  1   1   16     Infinity  0.41893E+26  0.00000E+00
  1   1   17     Infinity  0.47659E+26  0.00000E+00
  1   1   18     Infinity  0.53796E+26  0.00000E+00
  1   1   19     Infinity  0.60304E+26  0.00000E+00
  1   1   20     Infinity  0.67183E+26  0.00000E+00
  1   1   21     Infinity  0.74432E+26  0.00000E+00
  1   1   22     Infinity  0.82051E+26  0.00000E+00
  1   1   23     Infinity  0.90041E+26  0.00000E+00
  1   1   24     Infinity  0.98400E+26  0.00000E+00
  1   1   25     Infinity  0.10713E+27  0.00000E+00
  1   1   26     Infinity  0.11623E+27  0.00000E+00
  1   1   27     Infinity  0.12570E+27  0.00000E+00
  1   1   28     Infinity  0.13554E+27  0.00000E+00
  1   1   29     Infinity  0.14575E+27  0.00000E+00
  1   1   30     Infinity  0.15632E+27  0.00000E+00
  1   1   31     Infinity  0.16727E+27  0.00000E+00
  1   1   32     Infinity  0.17859E+27  0.00000E+00
  1   1   33     Infinity  0.19027E+27  0.00000E+00
  1   1   34     Infinity  0.20232E+27  0.00000E+00
  1   1   35     Infinity  0.21474E+27  0.00000E+00
  1   1   36     Infinity  0.22753E+27  0.00000E+00
  1   1   37     Infinity  0.24069E+27  0.00000E+00
  1   1   38     Infinity  0.25422E+27  0.00000E+00
  1   1   39     Infinity  0.26811E+27  0.00000E+00
  1   1   40     Infinity  0.28238E+27  0.00000E+00
  1   1   41     Infinity  0.29701E+27  0.00000E+00
  1   1   42     Infinity  0.31201E+27  0.00000E+00
  1   1   43     Infinity  0.32737E+27  0.00000E+00
  1   1   44     Infinity  0.34310E+27  0.00000E+00
  1   1   45     Infinity  0.35920E+27  0.00000E+00
  1   1   46     Infinity  0.37567E+27  0.00000E+00
  1   1   47     Infinity  0.39251E+27  0.00000E+00
  1   1   48     Infinity  0.40971E+27  0.00000E+00
  1   1   49     Infinity  0.42727E+27  0.00000E+00
  1   1   50     Infinity  0.44521E+27  0.00000E+00
  1   1   51     Infinity  0.46351E+27  0.00000E+00
  1   1   52     Infinity  0.48217E+27  0.00000E+00
  1   1   53     Infinity  0.50121E+27  0.00000E+00
  1   1   54     Infinity  0.52061E+27  0.00000E+00
  1   1   55     Infinity  0.54037E+27  0.00000E+00
  1   1   56     Infinity  0.56050E+27  0.00000E+00
  1   1   57     Infinity  0.58100E+27  0.00000E+00
  1   1   58     Infinity  0.60186E+27  0.00000E+00
  1   1   59     Infinity  0.62309E+27  0.00000E+00
  1   1   60     Infinity  0.64468E+27  0.00000E+00
  1   1   61     Infinity  0.66663E+27  0.00000E+00
  1   1   62     Infinity  0.68896E+27  0.00000E+00
  1   1   63     Infinity  0.71164E+27  0.00000E+00
  1   1   64     Infinity  0.73469E+27  0.00000E+00
  1   1   65     Infinity  0.75811E+27  0.00000E+00
  1   1   66     Infinity  0.78189E+27  0.00000E+00
  1   1   67     Infinity  0.80603E+27  0.00000E+00
  1   1   68     Infinity  0.83054E+27  0.00000E+00
  1   1   69     Infinity  0.85541E+27  0.00000E+00
  1   1   70     Infinity  0.88065E+27  0.00000E+00
  1   1   71     Infinity  0.90624E+27  0.00000E+00
  1   1   72     Infinity  0.93221E+27  0.00000E+00
  1   1   73     Infinity  0.95853E+27  0.00000E+00
  1   1   74     Infinity  0.98522E+27  0.00000E+00
  1   1   75     Infinity  0.10123E+28  0.00000E+00
  1   1   76     Infinity  0.10397E+28  0.00000E+00
  1   1   77     Infinity  0.10675E+28  0.00000E+00
  1   1   78     Infinity  0.10956E+28  0.00000E+00
  1   1   79     Infinity  0.11241E+28  0.00000E+00
  1   1   80     Infinity  0.11530E+28  0.00000E+00
  1   1   81     Infinity  0.11822E+28  0.00000E+00
  1   1   82     Infinity  0.12118E+28  0.00000E+00
  1   1   83     Infinity  0.12417E+28  0.00000E+00
  1   1   84     Infinity  0.12721E+28  0.00000E+00
  1   1   85     Infinity  0.13027E+28  0.00000E+00
  1   1   86     Infinity  0.13338E+28  0.00000E+00
  1   1   87     Infinity  0.13652E+28  0.00000E+00
  1   1   88     Infinity  0.13969E+28  0.00000E+00
  1   1   89     Infinity  0.14290E+28  0.00000E+00
  1   1   90     Infinity  0.14615E+28  0.00000E+00
  1   1   91     Infinity  0.14944E+28  0.00000E+00
  1   1   92     Infinity  0.15276E+28  0.00000E+00
  1   1   93     Infinity  0.15611E+28  0.00000E+00
  1   1   94     Infinity  0.15950E+28  0.00000E+00
  1   1   95     Infinity  0.16293E+28  0.00000E+00
  1   1   96     Infinity  0.16640E+28  0.00000E+00
  1   1   97     Infinity  0.16990E+28  0.00000E+00
  1   1   98     Infinity  0.17343E+28  0.00000E+00
  1   1   99     Infinity  0.17701E+28  0.00000E+00
  1   1  100     Infinity  0.18061E+28  0.00000E+00
  1   1  101     Infinity  0.18426E+28  0.00000E+00
  1   1  102     Infinity  0.18794E+28  0.00000E+00
  1   1  103     Infinity  0.19165E+28  0.00000E+00
  1   1  104     Infinity  0.19541E+28  0.00000E+00
  1   1  105     Infinity  0.19919E+28  0.00000E+00
  1   1  106     Infinity  0.20302E+28  0.00000E+00
  1   1  107     Infinity  0.20688E+28  0.00000E+00
  1   1  108     Infinity  0.21077E+28  0.00000E+00
  1   1  109     Infinity  0.21470E+28  0.00000E+00
  1   1  110     Infinity  0.21867E+28  0.00000E+00
  1   1  111     Infinity  0.22267E+28  0.00000E+00
  1   1  112     Infinity  0.22671E+28  0.00000E+00
  1   1  113     Infinity  0.23078E+28  0.00000E+00
  1   1  114     Infinity  0.23489E+28  0.00000E+00
  1   1  115     Infinity  0.23904E+28  0.00000E+00
  1   1  116     Infinity  0.24322E+28  0.00000E+00
  1   1  117     Infinity  0.24744E+28  0.00000E+00
  1   1  118     Infinity  0.25169E+28  0.00000E+00
  1   1  119     Infinity  0.25598E+28  0.00000E+00
  1   1  120     Infinity  0.26030E+28  0.00000E+00
